,itemname,content,region,price,score,keywords,seoul_ipad
125,아이패드프로4세대 11인치 256gb 셀룰러+애플케어 플러스 판매합니다,"2020.10.04에 구매한 아이패드 프로 11인치 4세대(11인치2세대) 256gb 셀룰러 애플케어플러스 적용된 모델 판매합니다
박스 다 있구요 충전기는 사용했습니다
애플케어 플러스 기간 2022.11.30까지입니다
사진에 보이는거처럼 필름 안끼고사용해서 기스 조그마하게들 있습니다 애플케어로 5만원내면 새상품으로 받을수있으니 상관없다 생각하고 썼습니다
애플펜슬은 포함안합니다
교환도 받습니다 아이패드프로4세대 12.9인치 128gb or 256gb 셀룰러 애플케어 플러스있는
모델과 교환합니다 추금은 협상
연락주세요",부산 금정구 장전제3동,980000,128,"없음, 새제품, 셀룰러, 256, 기스",기타지역
126,아이패드프로4세대 11인치 128기가 wifi모델 팝니다,"아이패드11인치 128기가 와이파이모델 판매합니다.
스페이스 그레이 색상이고 3개월정도 사용했어요
전자제품 워낙 깔끔하고 깨끗하게 사용하는성격이라 처음 상태 그대로라고 보시면됩니다.

전면 글래스 필름, 측면, 후면 필름, 카메라필름까지 모두 깔끔하게 부착 되어있어요~ 따로 필름구매하셔서 부착할필요없이바로 사용하시면됩니다.
저반사필름도 새것1장있어서 추가로 드릴께요!

구성품 미사용이고, 처음상태그대로 다시 포장해놓았습니다.
사용하던 마그네틱케이스 같이드려요(정품아님) 사진참고바랍니다~!",경남 진주시 가호동,840000,120,"없음, 필름, 새제품, 미사용",기타지역
127,아이패드 프로 4세대 11인치 128기가 wifi 모델 스페이스 그레이,"아이패드 프로 4 세대 풀 박스, 구성품 팝니다
액정 깨끗하고 찍힘자국 없구요

애플케어플러스 가입 했습니다

애플정품 스마트폴리오 커버도 같이 드릴게요",서울 동작구 상도동,800000,107,"없음, 풀박스",서울 동작구
128,아이패드 프로4세대 11인치(2세대) 512gb 셀룰러+wifi 미개봉팝니다!,"아이패드 프로4세대 11인치(2세대) 512gb 셀룰러+wifi 미개봉팝니다!

아이패드 프로 4세대 11인치(2세대) 미개봉
wifi+셀룰러
512gb
25% 요금할인 가능단말기

직거래 : 서초동

미개봉 제품이구요 사진보시다시피 뜯는부분이 약간뜯어졋어요 참고해주시구!
미개봉제품이라 거래는 직거래 로 가능하구 개봉은 입금주신후 가능합니다^^. 다른말씀하시는분들은 무시할께요~~!! 연락주세요",서울 서초구 서초동,1400000,145,"없음, 미개봉, 셀룰러, 512",서울 서초구
129,아이패드 프로4세대 11인치 스그 wifi,"아이패드 프로4세대 11인치 스그 s급 팝니다.
애플 펜슬2세대와 사진에는 없지만
펜슬 케이스도 드립니다.
펜촉 한번도 안쓴 4개입, 슈피겐 프로아머 케이스
강화유리필름, 후면필름, 카메라 필름
투명케이스 끼실때 뒤에 붙이는 거치대랑
펜슬 보관 케이스도 드립니다. 그리고
카넥스 키보드, 로지텍 마우스도 같이 드립니다.
풀박스에 필요한 구성품이 다있기때문에
가져가서 바로 쓰시면 됩니다.","인천 미추홀구 도화2,3동",1250000,114,"없음, 최상급, 풀박스",기타지역
130,아이패드 프로 4세대 11인치 풀박스 sss급 급처!!,"구매는 지난주에 했구요. 많이 사용하지 않았습니다
배터리 100프로 싸이클은 25회정도 됩니다
외관기스 없구요 강화 필름.카메라 필름.외관필름까지
다~~ 붙여져 있습니다☺️☺️
2~3만원정도의 자석부착 케이스 드립니다
“원하시면 받침대도 드립니다”
-6월까지 판매 할 생각입니다-",전북 익산시 신흥동,880000,100,없음,기타지역
131,아이패드 프로 4세대 11인치 128기가 wifi 풀박스 팝니다,"완전 풀박스에 2021년 3월 제조한 새제품입니다.

케이스 끼고 사용하였고, 떨어뜨린적 한번도 없어서 기스난 곳이 한군데도 없습니다.

애플펜슬은 없고 아이패드만 팝니다.

색상은 스페이스 그레이 입니다. 원하시면 케이스도 같이 드리겠습니다.

종이질감필름은 부착된 상태입니다.",광주 서구 광천동,800000,115,"없음, 필름, 새제품",기타지역
132,아이패드 11형 2세대 (프로 4세대) 256g 스페이스 그레이 wifi형,"작년 출시 때 사서 동영상 보는 용도로 주로 썼어요 
거의 집에서만 썼고 사자마자 필름 케이스 씌워서 기스나 찍힘 없습니다 
박스는 있고 충전기랑 케이블이 없어서 조금 저렴하게 내놓아요 케이스는 쓰던 거 드릴게요(투명, 커버)
정말로 살 분만 문의 주세요 
거래 파기하시는 분들 많아서 곤란합니다
신중하게 생각해 보시고 요청해 주셨으면 좋겠어요
소중히 쓰다가 내놓습니다!
애플케어x",경남 창원시 마산합포구 평화동,950000,95,"없음, 에플케어x",기타지역
133,아이패드 11형 2세대(프로 4세대) wifi 256g 스페이스 그레이,"작년 출시 때 사서 동영상 보는 용도로 주로 쓰다가 내놓아요 
사자마자 케이스 필름 씌워서 기스나 찍힘은 없습니다
박스는 있는데 충전기랑 케이블 없어서 싸게 내놓습니다 필요하면 같이 드릴게요( 투명, 커버 케이스)
거래 파기하시는 분들이 많아서 곤란해요 정말 살 분들만 문의 주셨으면 합니다 신중하게 고민해 보시고 요청 주세요 
소중하게 쓰다가 내놓습니다!
애플 케어 x",경남 창원시 의창구 사림동,950000,95,"없음, 에플케어x",기타지역
134,아이패드 프로 4세대 11인치 wifi 128g 민트급 판매,집에서 만 사용했고 중고거래 염두해두고 아껴써서 기스나 찍힘 흔적은 일체 없어서 사진은 한장만 찍었습니다. 애초에 확인할게 없어서 상처난대가 없어서요. 사용빈도가 많이 줄어서 잘쓰시는 분께 팔려고 아주 싸게 내놓았습니다. 언능 사가세요 ~,경기도 파주시 야당동,720000,100,없음,기타지역
135,아이패드 프로 4세대 11안차 스그128gb wifi 판매합니다,"안녕하세요. 
아이패드 프로 4세대 11인치모델 판매합니다.

케이스 끼워서 집에 방치만 해두어서 상태 깨끗합니다 ㅎㅎ

본체 충전기 모두 있고 esr 케이스 미개봉품도 드립니다.


- 애플펜슬2세대도 8만원에 판매합니다. 아이패드와 일괄, 별도 구매 다 가능합니다. 

아이패드 75만원
애플펜슬 8만원

거래 하실분들 연락주세요 ㅎㅎ",경기도 화성시 반송동,750000,110,"없음, 미개봉",기타지역
136,아이패드 프로 4세대 11인치 스그 128gb 셀룰러,"• 구매일자 : 2020.12
• 애플케어 플러스 등록 후 미사용 (~2023.01.28)
• 구매 후 바로 케이스 및 종이필름 부착하여 
   기스, 찍힘은 일절 없음 
• 집순이라 밖에 들고나가는 일은 거의 없었어요 
• 회사 다니다보니까, 사용하는 일이 잘 없더라구요..",울산 남구 달동,1100000,120,"없음, 필름, 애플케이플러스, 미사용",기타지역
137,아이패드 프로 4세대 11인치 256 wifi(미개봉입니다),"아직 포장도 뜯지도 않은 새 제품입니다.
경품으로 받았는데 저는 필요 없어서 판매를 합니다.
4세대 11인치인데 뒷면에는 2세대라고 되어 있습니다.
인터넷에 찾아보시면 4세대 11인치인데 2세대라는 말은 아이패드 프로 11인치 두번째 모델이라는 뜻이라는군요. 왜 이렇게 헷갈리게 해 놓았는지..ㅠㅠ
직거래를 원합니다..^^",부산 부산진구 부암제1동,950000,110,"없음, 새제품",기타지역
138,아이패드 프로 4세대 11형 256gb wifi 팝니다.,"아이패드 프로 4세대 11형 256gb wifi 모델 팝니다.
색상은 스페이스 그레이이고, 애플케어는 안되어
있습니다.
작년 4월에 구매했고, 주로 넷플릭스 등 영상 시청용으로 사용했습니다.
액정보호필름과 북커버 케이스에 장착해 사용해서
상태는 아주 양호합니다.
구성은 아이패드 본체 및 박스 구성 일체와
북커버 케이스로 되어 있습니다.
가격은 78만원이고, 동탄예당마을롯데캐슬 직거래 희망합니다.",경기도 화성시 동탄1동,780000,105,"없음, 256, 에플케어x",기타지역
139,민트급 아이패드 프로 4세대 11인치 1테라,"구입가격 1,749,000
색상 스페이스 그레이
용량 1테라

21년 3월 중동 일렉트로마트 애플샵에서 구매했구요. 
맥미니, 맥북, 아이폰,이랑 함께 구매했는데 패드가 사용빈도가 너무 떨어져서 판매합니다. 
기스 없는 상태 최상이며 
정품 케이스 90,000
펜슬 2세대 120,000
일괄 네고 없이 1,650,000
판매 합니다 

상태와 사용횟수에 비해 싸다고 자부합니다
사용횟수 10회 미만입니다",부산 해운대구 중제2동,1440000,137,"없음, 최상급, 1tb",기타지역
140,아이패드 프로4 11인치 128gb wifi모델 판매합니다.,"아이패드 프로4세대 11인치 128g 판매합니다.
작년 6월에 구매했고, 취직하면서 사용하지 않았습니다.
6월까지 보증기간 남아있습니다.

840,000원 (펜슬제외)
아이패드 프로4세대 + 스마트폴리오 케이스 정품

960,000원 (펜슬포함)
아이패드 프로4세대 + 스마트폴리오 케이스 정품 + 애플펜슬 2세대

풀박스 구성이고, 아무 이상 없는 sss급입니다.


연락주세요",경기도 수원시 장안구 조원2동,840000,112,"없음, 최상급, 리퍼기간",기타지역
141,아이패드 프로 4세대 11인치 128g 실버 + 애케플,"아이패드 프로 4세대 11인치 128g wifi 실버 풀박
애플케어플러스 적용
(보증기간 ~2022년 10월 22일)

전면 종이질감 필름, 후면 무광필름 부착

스코코 올레포빅 필름 1매 & 부착하고 남은 후면 무광필름 1매 & 사진 속 실리콘케이스 같이 드림

종이질감 필름이라 플립케이스 여닫을때+지문 묻어 뿌연 편임

실사용시간이 짧아 상태 매우 좋습니다

* 애플펜슬 없습니다

직거래 정릉교회/정릉역 앞
토요일 길음역3번출구/성신여대입구역1번출구 가능

택배거래쿨거래+파손면책 동의+택배비부담
(gs25 편의점택배)

변심환불불가

당근챗주세요.",서울 성북구 정릉동,880000,105,"없음, 필름",서울 성북구
142,아이패드 프로4세대 128g wifi 11인치,"1년정도 되었고 약간의 찍힘과 기스는 있으나 기능상의 문제는 하나도 없습니다!  자세히 안보면 잘 보잊 않는 정도입니다
풀박스입니다~!

+ 원하시는 부분 있으면 사진 더 찍어드립니다",충남 천안시 서북구 불당동,700000,107,"없음, 풀박스",기타지역
143,아이패드 프로 4세대 11인치 256g wifi 스페이스그레이 (애케플 o),"applecare+ 가입되어 있습니다 (유효 기간 2022. 6. 23.) 이번에 5세대로 갈아타서 판매합니다.

계속 케이스랑 필름 써와서 본체+액정 깨끗해요. 사용하시다가 기스 심하게 나시거나 고장나시면 내년 6월까지 리퍼 2회 가능합니다.

애플펜슬 미포함이고 충전기, 박스 같이 드려요. 충전기는 보시다시피 기스 많지만 잘 작동합니다.
힐링쉴드 종이질감 필름 붙여있는 채로 드립니다.",서울 서초구 우면동,800000,120,"없음, 필름, 리퍼기간, 애플케이플러스",서울 서초구
144,아이패드 프로 4세대 11인치 실버 셀룰러 256기가 판매합니다,"아이패드 프로 4세대 11인치 
셀룰러 256기가 배터리 수명 100프로
 집에서만 사용하였고 많이 사용하지 못해서 
판매하게 되었습니다 상태는 아주 좋습니다 
작년 5월에 구매해서 보증기간은 끝났습니다 
구성품은 충전기 케이블 투명케이스 일반스마트케이스 전면필름 두장 같이 드립니다 
기스나 하자없이 상태 좋습니다",서울 중구 신당제5동,950000,120,"없음, 셀룰러, 256, 에플케어x",서울 중구
145,미개봉)아이패드프로 4 11형2세대 256g wifi,"신논현 직거래 
그외택배가능",서울 서초구 서초4동,900000,100,없음,서울 서초구
146,아이패드 프로4세대 11 128gb 와이파이(with 애케플0),"아이패드 프로 2세대 11 125gb 와이파이 모델 팔아요
애플케이플러 22년9월까지 가능하고 한번도안써서 전부 사용하실수있어요
리퍼 받으셔도 되구 휨없고 사자마자 필름붙이고 케이스도잘끼고 사용해서 그냥 사용하셔도 돼요
플라스틱 케이스도 같이 드립니다",서울 서초구 반포본동,850000,110,"없음, 애플케이플러스",서울 서초구
147,아이패드 프로4세대 11 128gb 와이파이(with 애케플0),"아이패드 프로2세대11인치 128기가팔아요
애플케어플러스 22년9월까지 가능하고 한번도안써서 전부 사용할수있어요~ 
리퍼 받아도 되구 물건자체도 휨없구 사자마자 필름붙이고 케이스잘끼구 써서그냥 사용하셔두 괜찮아요
플라스틱 심플한 케이스같이 드릴게요",경기도 부천시 중동,850000,110,"없음, 애플케이플러스",기타지역
148,아이패드프로4  11인치256셀룰러+추금 으로 아이폰12프로맥스교신,"셀룰러모델,배터리성능100%.애케플보험 가입되있음.
뒷판 거의 티안나는 자그마한 미세눌림있어요.
박스있지만 충전기는 없고 케이스 두개 있어요.
추금또는 펜슬 드리고 아이폰12프로맥스로 교신해봅니다.",제주 제주시 화북일동,950000,130,"없음, 리퍼기간, 애플케이플러스, 셀룰러",기타지역
149,아이패드프로4세대 11인치 256,"가격다운

아이패드프로4세대 11인치 256기가.

12.9는 너무 크고 불편해서 저는 개인적으로 

미니5사이즈를 좋아해 사용하고있으며 영상볼때

작아서 구입했습니다 사용감 극히적고 

액정종이질감필름부착 뒷면옆면기스방지필름.       

스마트정품키보드에도 내부필름 작업해놨습니다 

주로 쓰던노트북,미니5사용하여 기스찍힘

전혀없습니다

맥북에어2020상태s급도 판매중입니다

미니5를 셀룰러 를 사용하고있어

프로는 와이파이로 사면서 대신용량을업글하여

구매했습니다 

새것과다름없을정도로 깨끗하고 사용빈도도

극히적습니다",경기도 평택시 포승읍,1050000,147,"없음, 필름, 최상급, 새제품, 셀룰러, 256",기타지역
150,(가격 내림)아이패드 프로4세대 11형 256기가 ss급 판매합니다!,"아이패드 프로 4세대 256기가 와이파이
스페이스 그레이 색상 배터리 효율 100퍼센트 ss급 판매합니다. 

투명 케이스와, 수납 홀더 케이스, 필름
박스 전부 드립니다. (애플펜슬 제외)

작년말에 구매하여 인강용으로 쓰다가
2월달에 노트북 구매하고 안쓰게 되어
판매합니다! 애지중지 사용하여 생활기스
하나도 없고 필름도 붙혀놓은 상태라 깨끗하며
떼서 쓰시면 거의 새거라고 봐도 무방합니다! 
초기화 해둬서 초기설정 하시고 
바로 사용하심 돼용

오시기 힘드시다면 가능한 선에서 제가
가드리겠습니다🙂",인천 남동구 간석1동,900000,127,"없음, 최상급, 새제품, 256",기타지역
151,아이패드 프로 4세대 11인치  와이파이 128,"아이패드 프로 4세대 11인치 와이파이 128 
보증기한 2021.10.4 일 
박스 ,케이블,충전기 , 강화 유리 보호필름 부착됨,
케이스,k380 무선키보드 포함 전부 다 전달합니다",전남 목포시 연산동,680000,105,"없음, 필름",기타지역
152,"아이패드 프로4 11인치 (256gb 셀룰러, 애플케어)","애플케어 2022년 7월 21일 까지 입니다.
사자마자 케이스 + 액정필름 장착하고 한 번도 안뺐습니다 ^_^ 

연락주세요.",경북 포항시 북구 장성동,900000,100,없음,기타지역
153,아이패드 프로4 11인치 256 셀룰러 애플케어,"애플케어 22년 7월까지 입니다 :-) 

사자마자 액정필름이랑 케이스 끼워 사용했습니다.",울산 북구 명촌동,900000,100,없음,기타지역
154,아이패드프로 4세대 11인치 wifi 256gb 스그,"아이패드 프로 4세대 11인치 wifi 256gb
스그색입니다

앞,뒤,옆 보호필름 부착되어있습니다
찍힘, 기스 전혀x
집에서만 간단한 필기, 영상시청용으로 가끔 사용

배터리 사이클은 20회, 효율은 98% 입니다
풀박스(충전기,비닐 o)

한성대입구역에서 직거래 희망합니다",서울 성북구 돈암동,780000,115,"없음, 필름, 256",서울 성북구
155,아이패드 프로 4세대  11인치 512기가 셀룰러 팔아요,"2020.12.26 구매
아이패드 pro 4세대 11인치형 512기가 lte 셀룰러
카메라보호유리 사서 바로 붙혔어요. 
케이스도 드려요.",인천 남동구 간석동,1252000,135,"없음, 셀룰러, 512",기타지역
156,"배터리 100% ipad 프로 4, 11인치 판매합니다! (128기가/셀룰러/스페이스그레이)","아이패드 프로 4세대 11인치 판매합니다!
색상 : 스페이스 그레이
용량 : 128기가바이트
기기 : 와이파이 + 셀룰러
상태 : 가장자리 쪽에 작은 흠집 하나 (사진첨부)
애플케어 여부 : x
배터리 효율 : 100%
가격 : 95만원
+ 💫 애플펜슬 2세대까지 하시면 100만원에 드립니다 :)
+ 💫 구성품 : 애플펜슬 2세대 (사진첨부)
                   풀박스 (구매당시 구성품)
                   펜슬케이스
                   펜슬 촉
                   esr케이스 (안쪽 얼룩있음, 필요시 드릴게요!)
                   후면 필름 (부착되어있음, 구매당시부터 부착)",서울 강남구 압구정동,950000,115,"없음, 필름, 셀룰러, 에플케어x",서울 강남구
157,아이패드프로4세대 11인치 와이파이 삽니다,아이패드 프로 4세대 구해봅니다~,충남 아산시 음봉면,700000,100,없음,기타지역
158,아이패드 프로 4세대 11인치 스그,"아이패드 프로 4세대 11인치 128g 스그 

​
구성품 미사용이고요

상태 좋습니다. 

다만 하단에만 살짝 기스가 있네요(사진참조)

액정 기스 무

​

보증기간 10월 11일까지 넉넉하게 남았습니다",인천 서구 불로동,730000,110,"없음, 리퍼기간, 미사용",기타지역
159,아이패드 pro4 11인치 셀룰러 256기가 풀구성 팝니다,"256기가 셀룰러
애플펜슬2
매직키보드
애플케어
풀박스 구성입니다.

상태 s급이며 키보드 + 본체 애플케어 적용 되어있고 보증기간 23년 까지 짱짱하게 남아있어서 혹시라도 맘에 안드시면 교체받아 사용하시면 됩니다.
개별로 따로 판매하지 않습니다.",서울 관악구 청룡동,1300000,144,"없음, 최상급, 리퍼기간, 풀박스, 셀룰러, 256",서울 관악구
160,아이패드 프로 4세대 11 128g팝니다!,"wifi 입니다

2개월 전 구매했고 받자마자 필름,케이스 사용해서

기스 없고 깨끗합니다!

박스 구성품 풀셋팅으로 그대로 드리구요

구매시 케이안 케이스랑 종이필름 여분 한장 
얹어드립니다~

직거래 선호합니다",서울 동작구 노량진제1동,750000,100,없음,서울 동작구
161,아이패드 프로4세대 11인치 128g 셀룰러 스그 모델판매(애케플 가입) 풀박스,"-제품명: 아이패드 프로4세대 11인치 셀룰러 판매(애케플 가입)
-구매: 20년 5월 중순
-색상: 스페이스 그레이
-용량: 128g
-애케플: 가입(22년 7월 5일 만료)
-외관: 오른쪽위 미세한 벗겨짐 있음, 필름부착(힐링쉴드 제품)
- 많이 안써서 배터리 상태도 양호합니다.
- 애케플 1년 이상 남았으니 끝나기 전에 새거로 바꿔서 사용하셔도 됩니다.",서울 성북구 돈암제1동,870000,115,"없음, 필름, 새제품, 셀룰러, 파손, 에플케어x",서울 성북구
162,"아이패드 프로4 
11인치 256gb 와이파이+셀롤러 풀박스구성","아이패드 프로4 
11인치 256gb 와이파이+셀롤러 풀박스입니다

구매직후 바로
전면 종이질감필름
측면 후면 무광필름 부착완료

사용감도 없고 생활기스도 없음

충전기 비닐도 안벗긴상태 입니다
필요하시면 케이스같이드립니다!
꼭 필요하신분만 쳇주세요🙂
찔러보기 교환 환불x",경남 김해시 장유3동,1000000,122,"없음, 필름, 풀박스, 256",기타지역
163,아이패드 프로4 11인치 128gb wifi+애케플,"풀박+케이스 판매(펜슬제외)
액정기스x 본체기스x
실내사용과 카페에서만 사용했습니다
라이노케이스와 esr케이스 사용감있지만 필요하면 드릴게요
애케플 여태 한번도사용x 내년 5월까지입니다",경남 창원시 의창구 도계동,880000,90,"없음, 생활흔적, 에플케어x",기타지역
164,신제품급 아이패드 프로 4세대 11인치 128 와이파이 스페이스그레이🖤,"🖤 작년 11월 23일 구입 (보증기간 1년)
🤍 아이패드 프로 11인치 128기가 와이파이형 스페이스그레이
🖤 신제품급 상태
🤍 펜슬 미포함

작년 11월 23일 구입 후 충전을 2-3번 할만큼 사용을 안했어요 (다이어리용으로 사용) 프로가 좋긴하지만 다이어리용외에 사용하지 않는 저에겐 사치인것같아 팔고 저는 아이패드로 재구입할 예정입니다! 집에서만 밤에 다이어리 끄적이는용이라 기스일체 없어요! 사진에 보이는 구성품으로 다 드려요! 케이스도 인기많은 제품인 라이노 연핑크 23,900원짜리 제품이고 이 역시 밖에 나가서 사용하지 않아 때탐없어서 색상만 마음에 드시다면 사용하면 좋을거같아요 그럼 좋은 거래 기다릴게요🙇🏻‍♀️

🐻 직거래 주안역인근",인천 서구 원창동,750000,114,"없음, 풀박스, 풀박스",기타지역
165,아이패드 프로4세대 (신형2세대) 베테리 효율 100% 11인치 128g (풀박스)  / 고급종이필름 미사용 증정,"아이패드 프로4  신형2세대 11인치 128g
거의 사용 안했습니다. 하자 없고 
케이스 풀박스 드립니다.
상태 극상 
고급 에어4 종이필름 프로 11인치 와 호환되어 
종이필름  쌔거도 같이 드립니다.

판매 85  >>82 가격 다운",서울 은평구 응암동,820000,112,"없음, 풀박스, 미사용",서울 은평구
166,아이패드 프로 4세대 11인치 스페이스 그레이 128gb wifi 팝니다.+애플케어플러스,"애플케어 플러스 들어놔서 22년 7월 19일까지 보증 됩니다.

집에서만 사용해서 상태 좋습니다. 편안하게 사용하시다가 애케플로 리퍼받으시면 됩니다.

구성품은 
미사용 미개봉 esr 폴리오 케이스3개
1회 실착 esr 스마트 커버 케이스
젤리케이스 2개(1개는 사용)
풀박스 구성에  충전기 미사용 입니다.
힐링쉴드 강화유리 부착되어있습니다.

연락주세요~",경기도 부천시 괴안동,800000,135,"없음, 필름, 리퍼기간, 미개봉, 애플케이플러스, 미사용",기타지역
167,아이패드 프로 4세대 11인치 wifi 128g 애케플  판매,"아이패드 프로4세대 11인치
- 배터리효율 100%
- 애케플 22.10.09
- 스크래치 및 파손 ❌
- 구성품 풀박스
- 케이스 포함",인천 부평구 부개1동,880000,100,없음,기타지역
168,아이패드 프로4 11 인치 256기가,"셀룰러 제품입니다.
(와이파이 아니에요)

256기가구요 색상은 스페이스 그레이입니다

작년 12월 구매제품입니다

액정이랑 뒷면에 생활기스가 좀 있습니다
(사진상으로는 잘 나오지가 않아서 직접 뵙고 마음에 안드시면 구매안하셔도 됩니다)

펜슬까지 같이 드립니다.

박스랑 충전기는 분실해서 기기단품 판매입니다~

기능하자 1도 없구요, 학생분들 쓰시기에도 최고입니다.

생활기스가 좀 있어서 같은 스펙대비해서 저렴하게 올립니다

애플케어 없습니다ㅜ",제주 제주시 이도2동,800000,113,"없음, 셀룰러, 256, 기스, 생활흔적",기타지역
169,아이패드 프로 4세대 11인치 wifi 128g 스그,"2020년 12월 28일 구매 2021년 12월 28일까지 보증기간 

보통 영상 시청 , 온라인 클래스 보는 용으로 사용했습니다.

케이안 케이스 하고 종이 질감 필름 한장 추가로 드립니다 

뒷면에 살짝 눌림 카메라 틀에 조금의 찍힘 있습니다

썩히기 아까워 판매글 올립니다.",서울 강서구 등촌제3동,770000,93,"없음, 기스",서울 강서구
170,아이패드 프로 4세대 11형 wi-fi 128gb,"아이패드 프로 4세대 11형 wi-fi 128gb 입니다
모델명 명칭 : a2228/ipad
케이스에 넣어 사용하였기에 흠없고 상태양호 합니다
구입 원하시면 톡주세요",광주 서구 화정동,800000,100,없음,기타지역
171,아이패드 프로4세대 11인치(미개봉새상품),"패드는 스페이스그레이 256g wifi 모델 미개봉이고 


꽉막힌사람은 아니니 편하게 연락주세요 
장난은 사절입니다 ㅎㅎㅎ",대구 북구 복현2동,880000,120,"없음, 미개봉, 256",기타지역
172,아이패드 프로4 11인치 128g 스페이스그레이,"아이패드 프로 4세대 11인치 모델 128g wifi 입니다
올해 1월 20일에 공홈에서 구매한 제품입니다.
애플케어 신청해서 23.02.12까지 보증됩니다.
최근에 리퍼받은 제품이라 사용감 없습니다.

배터리 사이클도 9회 효율은 당연히 100%입니다.
케이스는 애플 정품 폴리오 케이스입니다.

프로는 액정필름 붙이면 화질 감소가 심하다고해서 안끼고 사용했습니다.

평일 저녁 또는 주말에 고속터미널역 근처에서 거래 희망합니다.",서울 서초구 잠원동,800000,105,"없음, 리퍼기간",서울 서초구
173,아이패드 프로4 11인치 256gb 스그 악세서리,"아이패드 프로4 11인치 256gb wifi 모델 스페이스그레이색상
구성품:
-아이패드 프로4  256gb
-패드 앞뒤 가리는 실리콘케이스 (펜슬홀더?가리개? 도 자석이라 달라붙어서 가려줌) 스탠드도 됌
-애플펜슬 2 +실리콘 애플펜슬 케이스(씌워져 있음)
-고릴라 강화유리 필름
-박스
-충전기 (새거, 사용안함)


스케쥴 정리 및 낙서 용으로 샀지만.. 종이 달력에 더 많이 쓰고 있어서 팝니다. 컴 패드 캘린더 다 들고 다니니까 무겁...
물품 사기도 전부터 악세서리 먼저 사고 패드와 펜슬 둘 다 케이스를 벗은 적이 없습니다.
강화유리도 바로 씌웟구요 이거를 파우치에 넣고 가방에 넣고 다녀 매우 깨끗합니다. 파우치는 안드림 

명원초등학교 앞에서 거래
중고품이라 환불 불가합니다
쿨거래시 네고 조금 가능",부산 강서구 명지동,1300000,125,"없음, 새제품, 256, 미사용",기타지역
174,아이패드 프로 4세대 11인치 애케플 128g wifi 판매합니다,"128기가 아이패드 4세대 판매합니다.
배터리 효율 100%(사진5첨부)
형이 지인한테 선물받아서 쓰다가 제가 받았는데 쓸일이 없어 판매합니다. 

초s급 상태 자부합니다 !
스크래치 일절없습니다

거래는 하중동에서 직거래 하겠습니다.

구성품 : 아이패드 / 충전기 / esr케이스 / 풀박스 드려요",경기도 시흥시 하중동,880000,107,"없음, 최상급",기타지역
177,아이패드프로 4세대 11인치 스그 256 셀룰러 (애케플가입)제품 판매 합니다.,"아이패드프로 4세대 11인치 스그 256 셀룰러 (애케플가입)제품 판매 합니다.

두달전쯤 새제품으로 리퍼받은 제품입니다.(애케플 미사용 리퍼)

케이스사용으로 제품 기스 없이 깨끗합니다.
액정 강화유리 부착, 카메라 부분도 강화유리 붙여놨습니다.

애케플 가입된 제품으로 22.07.03일까지 리퍼기간 남았습니다.(총 4회 리퍼가능)

박스풀박입니다.",전북 전주시 완산구 효자동2가,1050000,157,"없음, 필름, 리퍼기간, 새제품, 풀박스, 셀룰러, 256, 미사용",기타지역
178,아이패드 프로 4세대 wifi 11인치 스페이스그레이,"21년 5월 25일 기준 데이터상 배터리 효율 93퍼 애플고객센터 유선상 배터리 효율 96퍼 확인했습니다.
신곡동에서 거래 희망합니다
정품 풀박스에요 빠른 거래 희망합니다",경기도 의정부시 신곡1동,700000,100,없음,기타지역
179,아이패드 프로 4세대 11인치 (2세대) 256g스그 와이파이+셀룰러 애플케어+(22년 12월)까지 팝니다,"초 a급 힐링싈드 애플케어 먹인 아이패드 프로 팝니다 1,000,000
직거래시 그자리에서 애플케어 명의양도

공일공 이구삼구 공공팔육",광주 동구 학동,1000000,107,"없음, 최상급",기타지역
180,아이패드 프로 4 11 256 셀룰러 스그 리퍼미사용 (애케플),"아이패드 4세대 11인치 256 스그 리퍼 미사용 (애케플) 팝니다~!!!!

- 애플케어플러스: 2022.07.01 

- 셀룰러 버전

- 상태: 리퍼 후 미사용. 센터에서 이상 없는지 전원 키고 테스트한 것이 전부입니다.

- 구성품: 풀박스 + esr 커버 케이스

- 가격: 89만원

- 직거래 위치: 광교역 (경기대 부근)

관심있으시면 안심번호로 문자주세요~!!",경기도 수원시 영통구 이의동,890000,130,"없음, 셀룰러, 256, 미사용",기타지역
181,아이패드 프로4세대 11 스그 128기가 셀룰러 애케플~22.12.31,애플케어플러스 2022년 12월31일 까지여서 애케플 기간 빵빵해서 쓰시다가 오만원 내고 리퍼 받으시면 됩니다 셀룰러 모델이라서 와이파이 없이 사용 가능합니다 구매하시면 슈피겐 케이스까지 같이 드리고 화면 하단에 스크래치 하나 있어서 감안한 가격입니다 충전기도 있고 풀박스 입니다,경기도 부천시 상동,900000,154,"없음, 리퍼기간, 리퍼기간, 풀박스, 풀박스, 셀룰러, 셀룰러",기타지역
182,아이패드 프로 4세대 11인치 셀룰러 128기가 팜,"로지텍 폴리오 터치 키보드 포함 가격입니다
작년 9월 구매, 유튜브만 보기엔 아까워서 팜니다
전면 지문 방지, 후면 필름, 카메라 보호 붙여 놨고 케이스 씌워 사용해서 기스없습니다
박스포함 구성품 전부 있습니다",경남 사천시 사천읍,1000000,112,"없음, 필름, 풀박스",기타지역
