,itemname,content,region,price,score,keywords
115,아이패드프로 4세대 12.9인치 128gb 와이파이 스그,"보증 8월3일까지
박스있음
펜 +10만
케이스 드림 
사자마자 케이스 씌우고 종이질감 필름붙였어요
가방에만 가지고 다녀서 기스따윈 없습니다.
광명 및 신림 등 직거래 가능-!",경기도 광명시 하안동,900000,100,없음
116,아이패드pro4세대/12.9인치/256gb/wifi,"팝니다. 상태 s급이고 11월까지 보증기간 남았습니다.  홍콩판인데 충전기는 돼지코 같이 드려요
종이플림 붙여 있고, 여분 하나 더 드리겠습니다. 
애플펜슬 보관 가능한 케이스도 있어서 펜슬만
구매하셔서 사용하시면 됩니다.",서울 구로구 구로제5동,1050000,112,"없음, 최상급, 리퍼기간"
117,아이패드 프로 4세대 12.9 스페이스그레이 512기가 wifi 풀박스 팝니다 (애플케어 등록),"작년 10월에 산 아이패드 입니다
집 안에서만 조심히 사용했어서 기스하나 안난 s급입니다
애플케어도 한번도 사용안하고 2022년 10월 만료입니다
사진 보시고 연락주세요~!
* 마지막 가격인하입니다",강원도 속초시 조양동,1150000,112,"없음, 최상급, 미사용"
118,아이패드 프로 4세대 12.9 인치 미개봉 와이파이 1테라 1t 신품,"애플코리아 정품
스페이스그레이 
강화유리 1매  종이질감필름 1매 포함
폴라리스 오피스 프로 6개월 무료 포함
미개봉 신품 새상품
12.9 와이파이 1테라
합정역 직거래 합니다
네고문자답변 안드립니다",서울 마포구 합정동,1730000,150,"없음, 미개봉, 새제품, 1tb"
119,12.9 아이패드 프로 4세대 lte(셀룰러) 256gb + 애케플,"매직키보드+파우치에 넣어서 사용했기때문에 상태 민트급이라고 보셔도 됩니다. (사진 보시면 아시겠지만 미세기스 조차 없습니다) 박스 풀구성 입니다

리퍼제품도 아니고 
애케플 혜택 한번도 사용하지 않았기 때문에
22년 5월 27일까지 우발적 사고 2회 보상 됩니다

해외제품이나 통신사 제품아니고 
국내 애플공홈 구입 unlock 제품이며 영수증 증빙 가능합니다

직거래(부천역) 택배거래 모두 가능하며 
해당 거래방식 모두 노리턴 조건입니다. 퀵은 불가합니다.
결제나 입금직전 사진이나 제품의 상태를 꼼꼼히 확인하시고 거래하시기 바랍니다. 때문에 가급적 직거래 선호합니다. 
(직거래시 거래파토 방지 위하여 소정의 홀드금 받습니다)


외 궁금하신건 톡 주세요.",경기도 부천시 상동,1400000,112,"없음, 리퍼기간, 풀박스"
120,아이패드 프로4 128g,"아이패드 프로 4 와이파이 11인치
실버 무기스 휨 기타  없음
사진보시고 가격흥정 ㄴㄴ
밧데리 100프로
팝니다
쿨거래시 기름값정도는 빼드립니다
페이스 오류 뜨긴하는데 사진보시면 기간 9월까지 입니다
사기가 많아서 직거래 만  가능합니다",경기도 구리시 교문2동,650000,100,없음
121,lte 아이패드 프로 4세대 12.9 256gb 4월 4일 활성화(구매),"2021년 4월 4일에 활성화 했습니다.

액정보호필름 교보문고에서 붙였습니다.

키보드 케이스도 있습니다(매직키보드 아니에요. 쿠팡에서 79,000원. 별 5개 상품. 키감 좋아요. 매직패드 동작 아주 좋아요!)

기본 동봉되어 있던 애플용 일반 충전기는 제외하고 3배 충전이 빠른 접지형 충전기로 드립니다. 충전 속도 정말 마음에 드실겁니다.

마지막에서 두번째 키보그 사진은 아이패드를 빼다가 금이 생겼네요. 

아이패드에 금 생긴건 아니고요. 키보드에요.

사용에는 1g도 문제 없습니다만 그래도 알아두셔야 하니까요.

뒤에 당근마켓 스티커는 장난으로 붙여놓은겁니다 ^^; 바로 떼실 수 있어요.

lte 모델이며 4월 4일 활성화라 당연히 배터리가 매우매우 빵빵합니다. 

쓴지 얼마 되지도 않고 키보드 케이스도 있어서 꽤 합리적인 가격이라고 생각합니다. 

이 가격에 안팔리면 애케플 추가해서 그냥 쓰렵니다. 

톡 주세요~~",서울 강남구 역삼동,1200000,100,없음
122,아이패드 프로 4세대 12.9인치 128기가 와이파이 스그 풀박스 구성입니다!,아이패드 프로 4세대 12.9인치 128기가 와이파이 스그 풀박스 구성입니다!,서울 강남구 삼성1동,1030000,107,"없음, 풀박스"
123,프로 4세대 와이파이 128 스그 12.9인치 아이패드,아이패드 128기가 12.9인치 아이패드입니다,서울 강남구 삼성1동,1030000,100,없음
124,애플 아이패드 프로 4세대 12.9 셀룰러 256 실버 판매합니다,"사놓고 거의사용하지를 않아서 판매합니다

모델명 mxf62kh/a 입니다

풀박스입니다

투명케이스, 강화유리, 카메라보호커버 모두 착용중입니다",부산 수영구 망미동,1150000,107,"없음, 풀박스"
125,아이패드 프로 4세대 12.9 판매합니다.,"wifi 128g 판매합니다.

네고 문의 사양합니다.

살 사람만 연락주세요^^",인천 연수구 송도2동,999000,100,없음
126,아이패드프로4세대 12.9 스그 셀룰러 128 애케플,"2020년 6.12일 가로수길에서 픽업해서 가져온 제품입니다.

대학생이어서 학업목적으로 아이패드가 필요할 거 같아 구매했는데 거의 쓰지도 않고 방치하다 팔려고 합니다!

​

필름과 케이스를 부착해놔서 생활기스 하나 없고 넷플릭스 영상 시청이 90%입니다. 아주 깨끗합니다! 

​

애케플은 22년 08.02일 까지이며 나머지 궁금하신점은 연락 주세요!! 
연락처는 010-9432-7428입니다!!",서울 광진구 군자동,1150000,105,"없음, 필름"
127,아이패드 프로 4세대 12.9 액정보호필름,"힐링쉴드 블루라이트 차단 종이질감 액정 아이패드 프로 4세대 12.9 액정보호필름 겉포장만 뜯어본 새 제품 입니다

반값에 팝니당

직거래 만덕 덕천 사직 가능합니다",부산 북구 만덕동,15000,110,"없음, 새제품"
128,아이패드 프로 4세대 12.9(4세대) 128g 셀룰러 2020,"2020.9월 구매
상태는 a급(집에서만 영화보면서 사용) 
색상: 실버 
wifi+cellular
12.9형 (4세대)
용량: 128g
애플케어x 풀박스(충전케이블,어탭터 o) 
무상보증기간 2021.09.27까지
생활기스나 찍힘 전혀 없이 거의 개봉상태 그대로입니다.
종이질감 액정필름 부착
케이스도 함께드립니다. 
애플펜슬은 없습니다
노트북을 따로 사용하게되서 아이패드는 거의 사용 안하게 돼서 판매합니다. 
직거래 지역은 인천 부천 등 경인지역 가능 합니다",인천 남동구 논현동,1050000,137,"없음, 필름, 최상급, 애플케이플러스, 셀룰러, 미사용, 에플케어x"
129,아이패드 프로 4세대 12.9 인치 128g wifi 스페이스그레이 미개봉 새상품,"아이패드 프로 4세대 12.9 인치 128g wifi 스페이스그레이 미개봉 새상품 판매합니다. 
보시는 것처럼 미개봉 새상품입니다. 
인터넷 최저가보다 저렴하게 판매합니다. 
새상품이므로 네고는 불가하며 네고 문의는 답변드리지 않을수 있으니 참고바랍니다. 
거래 가능하신 분만 메세지 남겨주시면 감사하겠습니다. 
호평. 평내. 마석. 금곡. 진접 직거래 가능합니다.",경기도 남양주시 호평동,1100000,120,"없음, 미개봉, 새제품"
130,아이패드프로 4세대 12.9인치 실버 256기가 셀룰러 판매합니다,"아이패드프로 4세대 12.9인치 256기가 셀룰러 판매합니다.
올해 2월에 공홈에서 구매했구요 애캐플 23년 2월까지입니다
5세대 넘어가려고 판매하구요
사용에 아무 이상없으며 저반사필름 부착중입니다
집에서 공부할 때만 사용해서 깨끗하고 케이스도 깨끗합니다
통신사끼고 산게 아니라 구매하신다고 하시면 바로 초기화해서 드릴 수 있습니다
유심만 끼워서 사용하시면 돼요
평일 대명동이나 반월당 직거래 선호합니다
쿨거하시면 네고해드려요",대구 남구 대명11동,1330000,130,"없음, 필름, 셀룰러, 256"
131,아이패드 프로4세대 12.9 셀룰러 삽니다,"아이패드 프로4세대 12.9 셀룰러 삽니다
바로 거래 가능합니다",전남 목포시 용당동,900000,115,"없음, 셀룰러"
132,아이패드 프로 4세대 12.9 256기가 와이파이판매,"1월달즈음에 중고거래로 구매하셔서 지금까지 사용하시다가 이번에 갤럭시탭으로 넘어가면서 판매합니다
​
배터리 사이클이나 효율은 사진에 적혀있다시피 꽤나좋은상태고, 집에서만 사용하여 기스나 깨짐이 없습니다.
​
힐링쉴드 강화필름 부착한상태이고 풀박스 구성에 젤리케이스 하나, 열고 닫을수있는 케이스 하나 구성입니다.
​
가격은 110만원이고, 직거래 위치는 신도림역 아니면 부천역에서 가능합니다
​
네고는 죄송하지만 안받습니다

직거래 거래상 구매후 환불안됩니다.
​",서울 구로구 온수동,1000000,105,"없음, 필름"
133,아이패드 프로 4세대 12.9 셀룰러 풀 구성품,애플케어플러스 등록되어있습니다 사진원하시면 더 드릴게요,경기도 수원시 영통구 망포동,1700000,110,"없음, 애플케이플러스"
134,아이패드 프로 4세대 12.9 팝니다,"스페이스 그레이 128gb 와이파이 모델이고, 20.11월 구매 하였습니다

케이스 있고, 박스와 충전기 있습니다.
가격제안 받습니다. 액정에 스크래가 있지만 사용하는데에는 지장 없습니다.(찍으려고 했는데 사진에 안담기네요.)

너무 커서 11인치로 넘어가려고 판매합니다",전북 전주시 덕진구 인후1동,990000,93,"없음, 기스"
135,아이패드 프로 4세대 셀룰러 12.9인치 팝니다,"아이패드 프로 4세대 12.9 인치 셀룰러 128기가 모델 팝니다 구매는 2020년 6월에 구매 하였고 배터리 효율 100프로 입니다 사진 처럼 에케플 적용 되어 있습니다 사용을 거의 안해서 상태 매우 좋고 기스 일체 없습니다
네고는 죄송하구요 많이 연락 주세요 !!",부산 동래구 명장동,1200000,130,"없음, 셀룰러, 셀룰러"
136,아이패드 프로4세대 스페이스그레이 128g,"애플 아이패드4세대 셀룰러 스페이스그레이128g 
12.9인치 판매합니다
스마트폴리오 키보드 케이스 있습니다
구매한지 6개월 정도됐습니다

풀박스로 드립니다
논현동 직거래 원합니다",서울 강남구 논현동,1173000,122,"없음, 풀박스, 셀룰러"
137,아이패드 프로 4세대 12.9 셀룰러 256gb 판매,"네고 안받습니다.
*거래진행중 파기x / 구입o 하실분 연락주세요.

아이패드 + 애플펜슬 = ₩ 1,630,000

(구성) 박스풀 / 케이스(아이패드,펜슬)

- 아이패드 프로 4세대 12.9 wifi+셀룰러 256gb
*생활기스 : 눈으로 확인된 기스 없음
*종이질감필름 부착중
*통신사 skt
*애플케어+ 가입o (유효기간 2022.09.07)

- 애플펜슬 2세대 : ₩ 130,000
*제조일 : 2020

직거래 (5호선 장한평역)
평일 : 오후 7시 이후
주말 : 늦은시간만 아님 가능",서울 동대문구 장안동,1500000,140,"없음, 필름, 애플케이플러스, 셀룰러, 256"
138,아이패드 프로4 12.9 셀룰러,"아이패드 프로4 12.9 셀룰러 256 모델입니다.
애플펜슬2세대 포함
종이질감 필름 전면 부착되어있고 측면 후면 필름 부착되어 있습니다
박스 다 있어요
다른 태블릿을 주로 써서 거의 사용을 안해서 팝니다.",경기도 양평군 용문면,1050000,130,"없음, 필름, 셀룰러, 256"
139,아이패드 프로4 12.9인치 256g 셀룰러 스페이스그레이,"아이패드 프로4 12.9인치 256g 셀룰러 스페이스그레이


가격은 110만원

작년 8월 19일에 개봉하여 사용.
영상 시청하고 웹서핑 간단하게만 사용했습니다.

상태는 좋구요.
어디 들고다니지를 않아서 외관 깨끗하네요
사진 참고해주시구요.

아이패드 박스 다있고 구성품도 다있습니다.
그리고 메이커없는 스탠딩 케이스 하나 따로 사진 참고해주시구요.

아이패드 박스 다있고 구성품도 다있습니다.
그리고 메이커없는 스탠딩 케이스 하나 따로 쓰던것도 드리겠습니다.

*사진에 있는 매직키보드 케이스는 별도 입니다

*사진에 있는 매직키보드 케이스는 별도 판매입니다.",서울 도봉구 창제4동,1050000,132,"없음, 풀박스, 셀룰러, 256"
140,아이패드 프로 4세대 12.9 256g 셀룰러,"산지 7개월 정도됐구용 사용시간은 별로 길지 않구, 애캐플도 해놨는데 상태는 a급이랑이라 생각돼요. 떨어트리거나 박은적 한번 없고, 사실 애캐플 들어 있어서 크게 하자 있다고 생각 안되어요. 투명케이스와 케이안케이스 두개 같이 드릴게요. 필름은 종이질감 붙혀뒀는데 사가시고 맘에 안드시면 바로 제거하심 됩니다. 펜슬은 안드리구 직거래는 퇴근시간 신촌, 근무시간 상암동 jtbc근처에서 가능할 것 같습니다. 풀박스 가능(충전기 그대로 들어있습니다. )",서울 마포구 상암동,1500000,117,"없음, 최상급, 애플케이플러스"
141,아이패드 프로4세대 12.9 wifi 128g,"아이패드 프로
매직키보드
애플펜슬 2세대 판매",경남 창원시 성산구 중앙동,1300000,100,없음
142,아이패드 프로 4세대 12.9 셀룰러 256gb 판매,"네고 안받습니다.
*거래진행중 파기x / 구입o 하실분 연락주세요.

아이패드 + 애플펜슬 = ₩ 1,630,000

(구성) 박스풀 / 케이스(아이패드,펜슬)

- 아이패드 프로 4세대 12.9 wifi+셀룰러 256gb
*생활기스 : 눈으로 확인된 기스 없음
*종이질감필름 부착중
*통신사 skt
*애플케어+ 가입o (유효기간 2022.09.07)

- 애플펜슬 2세대 : ₩ 130,000
*제조일 : 2020

직거래 (5호선 서대문역)
평일 : 점심시간 or 오후 6시 이후
*근처지역도 거래가능합니다.",서울 서대문구 미근동,1500000,140,"없음, 필름, 애플케이플러스, 셀룰러, 256"
143,아이패드 프로 4세대 12.9인치 1tb 미개봉 스페이스그레이 팝니다,"저장공간 : 1tb
ram : 6gb
상태 : 미개봉
직거래 : 서초동

상태는보시다시피 미개봉입니다~! 사진에 정보올려둿으니 확인하시구 연락주세요!
선물받은거라 영수증은없어요~~ 
거래시 입금주시구 뜯는거가능하세요~
먼저뜯어보겠다는 그런분들은 연락안주셔도됩니다",서울 서초구 서초1동,1580000,140,"없음, 미개봉, 1tb"
144,아이패드 프로4 12.9인치 128gb,"아이패드 프로4세대 12.9인치 128기가 wifi 
+4면 필름부착+ 애플정품케이스

실사용감은 구매 후 글씨 끄적여본 거 말고는 없습니다.(영상도 안 봤습니다..,.) 완전 신제품입니다..,.

충전기+상자 같이 전달드립니다.

편하게 연락주세요",서울 중구 신당동,1120000,110,"없음, 필름, 필름"
145,아이패드 프로 4세대 실버 128g 새상품 판매합니다,"일주일 전 충동구매로 구매하고
개봉도 안한 새제품입니다ㅜㅜ",서울 송파구 삼전동,855000,110,"없음, 새제품"
146,아이패드프로4세대 128 와이파이모델 팔아요,작년 11월달 구매했고 사놓고서 사용을 아예 안해서 판매합니다..케이스는 정품 케이스입니다 쿨거래시 에눌 가능,인천 서구 석남2동,1000000,100,없음
147,아이패드 프로 4세대 12.9 셀룰러 실버 128기가,아이패드 프로 4세대 12.9 셀룰러 실버 128기가 팝니다! 올해 8월까지 리퍼 남았고 일주일에 한시간도 사용안해서 처분합니다~ 밖에 들고나간적도 없고 방치되어 상태는 극상입니다!~,서울 강서구 마곡동,980000,125,"없음, 리퍼기간, 셀룰러, 미사용"
148,아이패드 프로 4 12.9인치  128gb,"아이패드 프로4세대 12.9인치 128기가 wifi 
+4면 필름부착+ 애플정품케이스

실사용감은 구매 후 글씨 끄적여본 거 말고는 없습니다.(영상도 안 봤습니다..,.) 완전 신제품입니다..,.

충전기+상자 같이 전달드립니다.

편하게 연락주세요",강원도 원주시 태장1동,1120000,110,"없음, 필름, 필름"
149,아이패드프로4세대 12.9형 256gb 스그,"제조년월 올해1월제품입니다 올해 2월에 구매후 영상 및 그림작업으로 사용하다가 손이 잘 안가서 당근해요.
애케플 가입되어있고 2023년2월3일까지 넉넉합니다.
펜슬하고 같이 들어놔서 일괄로만 판매합니다.
구성품은 구입한 그대로 풀구성 풀박스입니다.
더 필요하신 사진은 채팅으로 문의해주세요 ~

직거래는 고강본주민센터와 서서울호수공원에서합니다.",경기도 부천시 고강본동,1450000,107,"없음, 풀박스"
150,아이패드프로4세대 12.9형 256gb 스그,"제조년월 올해1월제품입니다 올해 2월에 구매후 영상 및 그림작업으로 사용하다가 손이 잘 안가서 당근해요.
애케플 가입되어있고 2023년2월3일까지 넉넉합니다.
펜슬하고 같이 들어놔서 일괄로만 판매합니다.
구성품은 구입한 그대로 풀구성 풀박스입니다.
더 필요하신 사진은 채팅으로 문의해주세요 ~

직거래는 중앙동에서합니다.",경기도 안산시 단원구 중앙동,1450000,107,"없음, 풀박스"
151,아이패드 프로 4세대 12.9인치 128g wifi 애플케어가입가능 상태 최상,"아이패드 프로 4세대 wifi모델, 128기가입니다!
색상: 스페이스 그레이
추가 구성품: 아이패드 케이스, 상자(tmi: 구매할때 있던 종이 포장지도 있음), 충전기, 강화유리 필름(40000원..부착되어있음), 카메라 보호필름(부착 되어있음)
애플케어플러스 서비스 등록 가능합니다(60일 이내 신청가능으로 알고 있어요!)
+애플펜슬은 없습니다..ㅠ

다른 사진도 원하시면 편하게 연락주세요!",광주 서구 화정동,1100000,115,"없음, 필름, 애플케이플러스"
152,아이패드 프로 4세대 12.9 256기가,"와이파이 모델
색상 스페이스그레이
배터리성능 100퍼

제한보증 유효기간 21년 9월 10일
(애플케어 플러스 x)
사진참고하셔용

거의 사용안해서 판매합니다
집에서 사용해서 생활기스도 거의 없습니다

보호필름 기포없이 깨끗하게 부착되어있습니다 사용한 케이스도 드립니다 (풀박스)",충북 충주시 연수동,1100000,95,"없음, 필름, 미사용, 파손, 에플케어x"
153,미개봉 아이패드 프로 4 12.9 cellular+wifi 512gb,"미개봉 아이패드 프로 4 12.9 cellular+wifi 512gb 
 
​중고가격보다 훨씬 저렴하게 판매합니다 
실버 색상

애플 코리아 공인 리셀러 제품 

애플 공인 서비스센터 a/s 가능제품 

직거래는 동탄가능 

애플케어플러스 가입가능 (아직 미활성화 제품) 

네고없음",경기도 화성시 동탄2동,1300000,155,"없음, 미개봉, 애플케이플러스, 셀룰러, 512"
154,"스코코 아이패드 프로4세대 12.9인치 무광필름(후면,측면)","스코코 아이패드 프로4세대 12.9인치 무광필름
후면,측면 각 1매씩 있는거 일괄5000원에 팔아요!

구매시 각 2매씩 들어있는거 제가 1매씩 제가 썼구요. 측면은...저는 망했는데..어려워서 다시 안 붙일라구요...ㅎㅎ후면은 성공했는데 무광필름 진짜 이뻐요!

구성은 이렇게 드려요!
-무광필름 후면 1매
-무광필름 측면 1매
-부착가이드 리플렛
-일회용 클리닝티슈 2장
-먼지 제거 스티커 2set (총6장)
-밀대 새 것 2개

자세한 것은 아래 링크 참고하시면 됩니다😊

무광후면
https://m.smartstore.naver.com/skoko/products/4871550615

무광측면
https://m.smartstore.naver.com/skoko/products/4871550556

⭐️직거래: 명일역 근처
⭐️택배비추가하시면 택배도 가능합니다!
❗️무례한 분이랑은 거래 안 합니다.",서울 강동구 암사제3동,5000,110,"없음, 새제품"
155,아이패드 프로 4세대 12.9형 128gb (wifi) 팝니다.,"제품정보

제품명 : 아이패드프로4세대 12.9형 128g wifi

용량 : 128g

색상 : 실버

구매 : 20년 6월 7일 쿠팡 로켓 구매

제품상태 : 최상
회사 업무용으로 구매하였으나, 노트북 추가 구매로 실사용하지 않아 판매합니다. 

가격 : 85만원

구성품 : 풀박스

제품설명

[액정필름 부착] - [애플케어플러스 미가입]",서울 양천구 신월3동,850000,112,"없음, 필름, 최상급"
156,아이패드 프로 4세대 12.9 wifi 128g 스페이스 그레이 판매합니다.,"아이패드 프로 4세대 12.9 wifi 128g 스페이스 그레이 판매합니다.

다음 세대로 넘어가려고 싸게 판매합니다.

애플케어 23년3월 27일까지입니다.

구매한지 얼마되지 않았고 구매하자마자 바로 강화유리를 부착하여 상태는 아주 좋습니다.",강원도 강릉시 교1동,960000,105,"없음, 필름"
157,아이패드 프로 4세대 12.9 wifi 128g 실버 애플케어+ 가입 풀박스,"풀박스 입니다. 충전기, 케이블 다 있습니다.
esr 강화유리, 케이스 부착을 한 상태입니다.
애플 케어 플러스의 보증 기간은 2022년 8월 18일 까지입니다.
사용 용도 : 유튜브 , 왓챠 , 넷플릭스, 웨이브 등 영상 감상에만 사용하였습니다.",전북 전주시 완산구 효자동1가,1050000,112,"없음, 필름, 풀박스"
158,아이패드 프로4세대 12.9인치 스코코 저반사필름&측면 필름 일괄,"저반사필름은 뜯지도 않은 새상품(11000원)입니다
측면필름은 7000원에 2매 구매해서 쓰고 남은 1매고 액정닦는 것, 먼지제거스티커, 밀대는 안 썼어요(같이 드립니다)

직거래 덕소",경기도 남양주시 와부읍,12500,110,"없음, 새제품"
159,아이패드 프로 4세대 12.9인치 wifi 128gb 스페이스 그레이,"3월달에 구매했고 사용 10번 미만입니다~
별로 쓸 일이 없어서 팝니다~~

집에서만 사용했기때문에 기스 전혀 없습니다^^",경기도 부천시 상3동,980000,100,없음
160,아이패드 프로 4세대 12.9 스페이스 그레이 풀박 (128gb 애케플),"가로수길 애플스토어에서 구매 한 제품이며
애플케어 22년 7월까지 사용 가능.
유튜브 및 필기용으로 사용
구매 뒤 케이스 벗기지 않고 사용하여 
본제품 하자 및 스크래치 없습니다.
랩씨 종이필름 + 케이스 + 애케플 다 드리는 가격입니다.",부산 부산진구 부전제1동,1080000,110,"없음, 애플케이플러스"
161,아이패드 프로 4세대 12.9 512gb wifi 모델 팔아요,"카페에서 맥북 서브모니터로 쓰려고 작년 8월에 구입했구요
코로나 길어지면서 카페도 못가고 거의 집에 놓고 쓰지도 않았습니다(배터리성능 100%
사이클수 45회..집엔 모니터가 있으니..)
스마트폴리오 케이스도 같이 드립니다
액정에 안좋다고 해서 필름은 안붙인상태입니다.
색상은 스페이스 그레이입니다
no 펜슬 no 애플케어에요",서울 중구 필동3가,1150000,100,없음
162,아이패드 프로 4세대 12.9 512gb wifi 스그 팔아용,"카페에서 맥북 서브모니터로 쓰려고 작년 8월에 구입했구요
코로나 길어지면서 카페도 못가고 거의 집에 놓고 쓰지도 않았습니다(배터리성능 100%
사이클수 45회.. 집엔 모니터가 있으니..)
스마트폴리오 케이스도 같이 드립니다
액정에 안좋다고 해서 필름은 안붙인상태입니다.
색상은 스페이스 그레이입니다
no 펜슬 no 애플케어에요",서울 강남구 역삼동,1150000,100,없음
163,아이패드프로 4세대 12.9 128 스페이스그레이 스그,"패드만 판매합니다
올해 1/31구매
2/1 개봉

사자마자 종이질감 필름,
전,후,측면 필름 부착 
케이스 장착 
상태sssssssss
충전기,선 박스 풀세트 (전부 새재품)

갖고싶어서 샀는데 사실 어디에 쓰는지 잘 모르겠고 멜론듣는용도로만 써서 판매합니다

케이스 필요하시면 드리고 필름도 아마 여분 남은거있을텐데 원하시면 챙겨드릴게요

필요하신분 있으시면 상태좋은 아이패드 가져가세요",경기도 김포시 고촌읍,1050000,115,"없음, 필름, 새제품"
164,아이패드 프로 4세대 12.9인치 256g,"아이패드 프로 4세대 팝니다

애케플 펜슬까지 가입 되어있구요 23년 3월까지입니다

케이스는 라이노 케이스입니다 약간 찍힘 존재합니다

액정보호필름은 필기할때 거슬려가지고 없습니다

구성품은 아이패드 애플펜슬 케이스 입니다

네고는 받지 않습니다",부산 북구 금곡동,1350000,100,없음
165,아이패드 프로 4세대 256판매해요!(12.9),"아이패드  프로 4세대 256 와파 모델 판매합니다!
(12.9모델)
박풀에 케이스 하나 덤으로 드립니다!

사자마자 종이 보호필름 부착, 테두리에 보호필름 부착 해서 깨긋합니다!

애케플 있도 22년 9월까지입니다!

가격은 120만원입니다!

이유 있는 네고 가능 하며, 터무니없는 네고는

답장 하지않겠습니다!",경남 김해시 장유동,1200000,130,"없음, 필름, 필름, 256, 256"
166,아이패드 프로 4세대 12.9 256기가 셀룰러 팝니다 (배터리 싸이클 9 ),"구성품은 풀박입니다 (충전기, 충전선) . 케이스는 없어요~~ 
리퍼만료일은 21년11월6일 까지 입니다
동영상만 가끔 본거라 배터리 사이클 9 밖에 안됩니다 (첨부사진 참조)
잔기스 하나 없어요~~
107만원입니다",제주 제주시 애월읍,1070000,107,"없음, 풀박스"
167,아이패드 프로 4세대 12.9인치 128gb,"아이패드 프로 4세대 12.9인치 128gb 모델 판매합니다. 하자 없습니다. 풀박스이지만 케이블과 충전기는 사용감 있습니다.  애캐플 내년 6월까지입니다. 사자마자 케이스 끼우고 사용하여 잔기스 없습니다. 강남,동대문 직거래 가능합니다. 010-6523-오일팔공",서울 강남구 도곡동,1000000,95,"없음, 생활흔적"
168,아이패드 프로 4세대 12.9 512 gb 셀룰러 (애케플 o),"안녕하세요 작년에 구매하였던 아이패드 프로 4세대 12.9 , 512 셀룰러 버전입니다. 

본 아이패드는 애플케어플러스가 가입 되어 있으며 22년 5월 1일까지 두번의 우발적인 손상에 대하여 50000원으로 새로운 서비스 제품으로 교환 받으실 수 있습니다.

해당 제품 구입 시에 두번의 환불 절차를 거쳐 꼼꼼히 양품을 확인하였으며, 넉넉한 용량의 512 gb ,  wifi에 구애받지 않는 셀룰러 버전으로 어디서든 가볍게 사용하실 수 있는 큰 장점이 있습니다. 

많은 문의 부탁드립니다. ^^",강원도 춘천시 효자동,1400000,135,"없음, 셀룰러, 512"
169,아이패드 프로4세대12.9 스그 셀룰러 풀박스❗️(거의새것),"아이패드 가장 화면 큰 모델이에요 ㅎㅎ
원가가 150만원이고 공홈에서 원가로 구매한 제품이에요.! 5세대가 곧 나온다해서 상태에비해 가격싸게 올려요:) 테스트는 이것저것 다 해봤는데 양품입니당

2월부터사용했는데(약 4개월!!) 아이패드가 하나 더있어서 손이 잘 안가서 판매해요.
사용을 거의 안해서 기스x흠집x 등 전혀없는 완전 ss급이고 거의 새거라 새거처럼 사용하실수 있으세용!ㅎㅎ
뒤에 영어로 이니셜두글자가 각인돼있는데 작고 희미해서 사용하는데는 전혀 신경은안쓰여요!

사진엔 안찍어뒀는데 풀박스입니다❗️
정품 어댑터/ 충전기 있어요.
현재 종이질감필름 부착돼있고 구매하시면 ✔️폴리오케이스2개랑 저반사필름 새것 함께 드려요!ㅎㅎ",전남 순천시 장천동,1150000,119,"없음, 필름, 최상급, 새제품, 풀박스, 각인"
170,아이패드프로 4 12.9 lte 팝니다.,"아이패드프로4 12.9 lte 128g 팝니다. 
디스플레이 강화유리 카메라 보호 필름 붙여 놔서 기스하나 없이 완벽합니다. 

케이스는 그냥 드립니다. 
109만원. 미금역 양재역 광화문역 직거래 합니다. 
펜슬은 안팝니다.  

절충가능합니다. 

문자 주세요.",경기도 용인시 수지구 고기동,1090000,105,"없음, 필름"
171,아이패드 프로 4세대 12.9 512gb wifi 모델 팔아요,"카페에서 맥북 서브모니터로 쓰려고 작년 8월에 구입했구요
코로나 길어지면서 카페도 못가고 거의 집에 놓고 쓰지도 않았습니다(배터리성능 100%
사이클수 45회.. 집엔 모니터가 있으니..)
스마트폴리오 케이스도 같이 드립니다
액정에 안좋다고 해서 필름은 안붙인상태입니다.
색상은 스페이스 그레이입니다
no 펜슬 no 애플케어에요",서울 서초구 잠원동,1150000,100,없음
172,아이패드프로4세대12.9셀룰러256g,"왓챠 유투브만 보다가
맥북구입후 
사용빈도가 적어 판매합니다.

3사 통신사 데이터 쉐어링
사용 가능합니다

풀박스s급
상태 최상입니다 

색상실버

초기화 완료

가격이 높은 기기다 보니 직거래 희망합니다
시흥 안산 가능",경기도 안산시 단원구 고잔동,1300000,107,"없음, 최상급"
173,아이패드프로 4세대 512g 12.9인치 셀룰러 미개봉,아이패드프로 4세대 512g 12.9인치 셀룰러 국내정품 미개봉입니다. 비닐포장 되어있어요,경기도 고양시 덕양구 동산동,1350000,145,"없음, 미개봉, 셀룰러, 512"
174,(가격내림)애플 아이패드 프로 4세대 12.9형 wifi 128g,"미개봉 새상품 입니다.
색상은 스페이스그레이 입니다.",경북 구미시 임은동,1000000,120,"없음, 미개봉, 새제품"
