,itemname,content,region,price
5381,아이패드 에어 4세대 64gb wifi + 애플펜슬,"쿠팡에서 올해 1월 17일 구매하였고 아버지가 유투브용으로만 쓰셔서 깨끗하고 케이스 씌우고 뺀적이 없어서 기스없고 상태 좋습니다.

박스 구성품 다 있고 애플 펜슬은 잘쓰시지도 않았지만 앞에 촉보호캡 씌워서 촉도 상태 좋습니다.

일괄판매 합니다. 직거래 원하고 원하시면 중간지점에서 뵈어도 좋습니다.",경기도 김포시 감정동,"750,000원"
5382,아이패드프로 4세대 11인치 UAG케이스,안써서 팔아요,대구 달성군 유가읍,"40,000원"
5383,아이패드 7세대 스페이스 그레이 wifi 128G+애플 스마트 키보드+애플 펜슬 1세대,"아이패드 7세대 와이파이 128G 스페이스그레이 (제조년월 2020.03)-구성품 케이블 새 것
애플 정품 스마트키보드
애플 정품 아이펜슬 1세대-구성품 실리콘 펜촉 새 것 그대로 있음
(풀세트로만 거래합니다.)

완전 풀박 세트 입니다.

회사에서 아이패드 에어를 받게되어서 제가 집에서만 쓰던 패드 팝니다! 키보드, 펜슬 모두 에어와 호환이 안되서 같이 팝니다! 집에서만 사용했고, 들고 외출한적 없이 깔끔한 상태입니다.

쿨거래 하시면 제가 쓰던 아이패드 실리콘 커버 케이스, 애플펜슬 가죽 케이스, 아이패드 파우치도 같이 드립니다! 그리고 케이블도 1m 짜리 새상품이랑 애플 정품 유선 이어폰(케이스는 없지만 거의 새 것)도 같이 드립니다!",서울 서초구 서초동,"600,000원"
5384,"아이패드 에어4세대(WiFi, 64G) 액정파손 판매","아이패드 에어4세대(WiFi, 64G) 액정파손 판매 판매합니다.
산지 3달 좀 넘었고 외관은 케이스 필착해서 A급입니다.",경기도 수원시 팔달구 우만2동,"270,000원"
5385,아이패드 에어2 골드 128GB Wi-fi중고 팝니다 상태 쌩쌩합니다.,가끔 인강 들을 때 사용하던 아이패드 입니다. 성능 문제없이 잘 돌아갑니다. 기스나 흠집도 없습니다. 다른 부품은 없고 본체만 팝니다.,서울 영등포구 당산동1가,"220,000원"
5386,아이패드 pro4 11인치 셀룰러 256기가 풀구성 팝니다,"256기가 셀룰러
애플펜슬2
매직키보드
애플케어
풀박스 구성입니다.

상태 s급이며 키보드 + 본체 애플케어 적용 되어있고 보증기간 23년 까지 짱짱하게 남아있어서 혹시라도 맘에 안드시면 교체받아 사용하시면 됩니다.
개별로 따로 판매하지 않습니다.",서울 관악구 청룡동,"1,300,000원"
5387,"아이패드 프로11 피타카 케이스 판매합니다(매직키보드, 스마트키보드폴리오, 스마트폴리오 호환)","아이패드 프로11 4세대(2세대) 피타카 케이스 판매합니다 실사용은 2주정도입니다.
에어4세대에 사용중인데 카메라 구멍이 너무 휑하기도하고 스마트폴리오랑 카메라구멍이 맞지않아서 판매합니다. 새제품 가격은 8만4천원정도 합니다.
에어4세대
프로11인치 3세대 (1세대) 에도 사용이 가능하지만 카메라구멍이 좀 크게 뚫려있습니다.
프로11인치 4세대 (2세대) 와 앞으로 나올 프로11인치 5세대 (3세대) 완벽하게 호환됩니다.
가장 장점은 애플정품 매직키보드와 스마트키보드폴리오 스마트폴리오 제품이랑 같이 쓸수있기때문에 측면까지 보호됩니다.",충북 청주시 상당구 금천동,"50,000원"
5388,아이패드 6세대 스페이스 그레이,"32G입니다(충전기 포함) 깨끗이 사용해서 상태 좋아요^^
원하시면 키보드 케이스도 드려요!",세종시  한솔동,"280,000원"
5389,"[새상품]아이패드 에어3 Wifi 256GB, 스페이스 그레이","아이패드 에어3 256GB Wifi 입니다.
국내용이구요.. 비닐도 뜯지않은 미개봉 신품입니다.",경기도 성남시 분당구 삼평동,"760,000원"
5390,"아이패드프로 12.9LTE 셀룰러128g 스페이스그레이,애플케어,매직키보드","2020년5월 공홈에서 구입
애플케어플러스 가입되여있어서 2년동안
매직키보드포함 2번 사용할수 있습니다. 
집에 와이파이가 없어서 셀룰러로 구매했습니다. 
매직키보드와 함께 판매하겠습니다. 
애플케어 2022년5월22일까지 보상
가격이 있는 만큼 직거래위주로  하겠습니다. 
Esr 강화필름 새거도 함께 드려요!
세트로만 판매합니다. 단품으로는 판매안합니다. 
사양 맞으면 맥북으로 교환도 가능합니다. 
연락-공일공 8구구일 일삼이삼으로 문자
주셔도 되세요. 
평일은 강남 선정릉역에서 가능
주말은 부평역에서 직거래 가능합니다.",인천 부평구 부평6동,"1,580,000원"
5391,아이패드 프로 2세대 12.9(256) + 스마트키보드 + 애플펜슬,"아이패드 프로 2세대입니다. 
256기가 이며, 기스는 딱 한군데 있습니다. (사진 참조), 정품 스마트키보드 및 애플펜슬 있습니다. 
배터리 수명 100%, 직거래만 합니다. 
(박스는 없습니다.)",서울 송파구 풍납2동,"750,000원"
5392,아이패드 에어4 실버나 스그 64g 삽니다,미개봉 단순개봉으로 삽니다 쪽지주세요,대구 중구 봉산동,"11,111원"
5393,아이패드 64g 4세대 (거의새거),인강용으로만 잠시사용해서 정말깨끗해요 ~거의새거에요~~ 연락주세요~,제주 서귀포시 동홍동,"165,000원"
5394,아이패드 셀롤러 64기가 팝니다,"구성품: 본체 + 케이스 +박스

충전기는 없습니다",서울 강남구 신사동,"600,000원"
5395,아이패드2 팔아요,인터넷 서핑이나 유튜브시청 용으로 사용하시면 될거 같습니다 오래된거라 애플 서비스 지원이 끝나서 애플스토어가 되지 않습니다,대전 유성구 봉명동,"50,000원"
5396,아이패드 12.9인치 삽니다,채팅주세여,부산 남구 용호동,"1,000원"
5397,아이패드 미니4 64g wifi,"오른쪽 상단 모서리에 약간 기스가 있는데
사진에 나오질 않네요
동영상 시청용으로만 써서 깔끔해용
일하는중엔 톡을 잘 못봐서요
톡 보내주시면 일끝나고 오후5시넘어서
연락드릴게요",광주 북구 본촌동,"240,000원"
5398,아이패드 프로 4세대 128기가 SSS급 스페이스그레이,"집 안 실내에서 영상 시청용으로만 간간히 사용하던 제품이라 상태가 새상품과 다름없으며 힐링쉴드 가장 고가라인 필름으로 제품 구매하자마자 앞•뒤 붙여서 그 흔한 생활기스, 하자 없습니다. 구성품은 제품박스랑 ESR 스마트 케이스 (거치기능포함)까지 같이 드릴거고 제조년월은 20년도 8월입니다. 상태 굉장히 자부하며 믿고 구매하셔도 좋으며 애플스토어 가로수길에서 구입한 제품입니다. 에누리 문의는 받지 않겠습니다. 미개봉 새상품 수준입니다.",서울 양천구 신정2동,"990,000원"
5399,아이패드7세대 9.7인치 케이스,"뚜껑 열면 모서리들 까만부분 외에는 깨끗합니다
✅직거래 
갈현2동 주민센터 앞(조율가능)",서울 은평구 갈현동,"3,000원"
5400,아이패드&태블릿 11인치 파우치,"라이브워크 11인치 파우치 팝니다ㅜㅜ거의 새거에요 얼룩 그런거 하나도 없고 깨끗해요 별로 쓰지도 않았습니당~
동산마을 22단지에서 직거래 원해요",경기도 고양시 덕양구 삼송동,"10,000원"
5401,아이패드 펜슬팁 팔아요,"아이패드 펜슬팁 2개 팔아요
팁이 망가져서 정품으로 구입했는데
4개가 들어있어서 여유분 2개 분양합니다",경기도 파주시 운정1동,"12,000원"
5402,아이패드 거치대 스탠드형 판매합니다,"아이패드 거치대 화이트 판매합니다
주말에만 거래 가능하고 신대방역에서 거래 원합니다",서울 관악구 신림동,"10,000원"
5403,아이패드 파우치,"올뉴프레임 아이패드 파우치 판매합니다.
사용감 거의 없습니다.
(크기: 25*20cm) 
* 중고거래 특성상 교환/환불 불가합니다
* 쿨거래시 네고가능합니다
* 직거래 원합니다(대구시청 근처)",대구 중구 동인동2가,"8,000원"
5404,아이패드 프로 4세대 11 128g팝니다!,"wifi 입니다

2개월 전 구매했고 받자마자 필름,케이스 사용해서

기스 없고 깨끗합니다!

박스 구성품 풀셋팅으로 그대로 드리구요

구매시 케이안 케이스랑 종이필름 여분 한장 
얹어드립니다~

직거래 선호합니다",서울 동작구 노량진제1동,"750,000원"
5405,아이패드 미니 4 실버 16기가,모서리 찍힘 있고 강화유리 부착해놔서 액정은 깨끗해요,경기도 의정부시 장암동,"100,000원"
5406,아이패드 프로 4세대 12.9 256 애케플 (-23.1.28),"1월 28일에 148만원 정도 들어 구매했던 아이패드 프로 4세대 12.9 256모델입니다. 
프로와 애케플 가격하면 144정도에 구매했고
케이안 종이질감필름(여분 1개)과 라이노 케이스
있습니다!

120에 용산역 직거래하고 싶습니다!",서울 용산구 한강로3가,"1,200,000원"
5407,아이패드7세대 케이스,"3개다 포장만 뜯었구요. 사용은 안했어요. 
3개 합해서 1만원에 팔아요. 
검정색 케이스에만 애플펜슬 홀더가 있어요.",경기도 파주시 야당동,"10,000원"
5408,아이패드/스마트폰 수면 거치대,"아이패드/스마트폰 거치대 입니다 튼튼해요
아이패드를 처분하게 되어 팝니다
연락주세요",서울 양천구 신정1동,"13,000원"
5409,"초S급 아이패드7세대 128GB,애플펜슬 1세대 풀박스","갤탭으로 갈아타려고 처분합니다

흡집 하나 없는 아이패드7세대(128GB) 입니다

커버 씌워놔서 깨끗한 애플펜슬 1세대

둘다 풀박스 입니다

서비스로 사용하던 아이패드 케이스(사용흔적 거의 없음 사진 인증)

TEMPERED GLASS 강화유리필름 1개 드립니다

직거래, 택배거래 가능합니다

택배는 배송비 '별도'이고 '선입금' 해주셔야 합니다

쿨거래시 네고 가능합니다~",경기도 수원시 팔달구 화서동,"550,000원"
5410,"아이패드 프로 3세대 12.9 스그 (S급, wifi, 64gb)","2020년 초쯤 구매한 아이패드 프로 3세대 12.9 스그 64기가 판매합니다. 후면 보호필름도 붙어있고, 앞면은 종이필름 붙여있습니다. 구매시 사용감은 있지만 케이스도 같이 드립니다. 

상품 상태에는 자신있기 때문에 사진 많이 첨부해서 올립니다. 

연락주세요.

애케플은 없습니다.",서울 강서구 염창동,"890,000원"
5411,아이패드 11프로 11형 256GB 판매합니다,"안녕하세요 

아이패드 11프로 11형 256GB 판매합니다 :-) 

애플 제품을 좋아해서 이것저것 다 샀는데 

아이패드는 잘 쓰지 않아서 판매합니다 ! 

넷플 유튜브 몇번 보고 거의 안쓴거라 거의 새거나 마찬가지입니다 ! 
* 오른쪽 모서리에 찍힘 있음 *


아이패드 + 애플 펜슬 판매합니다 ~~ 

구매당시 박스 및 구성품 전부 다 그대로 있습니다 

구매 의사 있으신 분들은 메세지 주시면 요청 하시는 사진 찍어드릴게요 ^__^

-> 구매내역 올려놨으니 구매 하실분만 연락주세요 
물어보고 답장도 안하시고;;간잽이 연락하지마십쇼 확실한분만 연락하세요",대구 중구 남산동,"903,000원"
5412,아이패드2(a1395) 32GB하고 G패드3 32GB  판매합니다(가격내림),"구입한지 오래된 아이들 유투브나 영상 시청용으로 사용하였던 태블릿 판매합니다

1. 아이패드2(a1395) 32GB 
오래된 모델이고 사용감 있지만 아이들 영상 시청용으로 가능합니다 사진의 케이스하고 충전 케이블 드려요 어댑터는 없습니다 가격 4만원에 판매합니다

2.G패드3 32GB
이것도 구매한지 좀 된 모델이고 사용감 있습니다 아이들 영상 시청용으로 가능합니다 사진의 케이스 추가로 드립니다 가격 4만원에 판매 합니다

각각 4만원에 판매합니다 5호선 마곡역 5번출구에서 직거래 합니다",서울 강서구 마곡동,"40,000원"
5413,아이패드 프로4세대 11인치 128g 셀룰러 스그 모델판매(애케플 가입) 풀박스,"-제품명: 아이패드 프로4세대 11인치 셀룰러 판매(애케플 가입)
-구매: 20년 5월 중순
-색상: 스페이스 그레이
-용량: 128g
-애케플: 가입(22년 7월 5일 만료)
-외관: 오른쪽위 미세한 벗겨짐 있음, 필름부착(힐링쉴드 제품)
- 많이 안써서 배터리 상태도 양호합니다.
- 애케플 1년 이상 남았으니 끝나기 전에 새거로 바꿔서 사용하셔도 됩니다.",서울 성북구 돈암제1동,"870,000원"
5414,(미개봉)아이패드 에어4 64기가 실버 팝니다,"미개봉 wifi제품 입니다
탄현동이에요",경기도 고양시 일산서구 탄현동,"630,000원"
5415,아이패드 프로 12.9 3세대 64gb 셀룰러팝니다,"삼만원인가 주고 산 케이스 있구요 
(자석식 및 거치가능)
베이스어스 아이패드 멀티허브 미개봉
어도닛노트 플러스 펜 
베이스어스 충전기 미개봉
아이패드 풀박

애플케어 들어있어요 내년 8월인가 9월까지 
사놓고 한 10시간 썻나 모르겠네요 
계속 방치중입니다 액정필름 없고 후면 카메라에는
액정필름 붙였어요 깨끗합니다

감삼교회 직거래입니다

살분만 연락주세요",대구 달서구 감삼동,"1,000,000원"
5416,아이패드 12.9 케이스,어이패드 에어4 10.9 케이스 주문을 잘못해서 판매합니다 새제품입니다,경기도 안산시 단원구 초지동,"4,000원"
5417,라이노 아이패드 강화유리 보호필름,"미개봉 아이패드 프로 11 필름입니다
신림역  직거래 원해요",서울 관악구 신림동,"2,000원"
5418,마크바이마크제이콥스 아이패드 파우치,"마크바이마크 제이콥스 아이패드 (미니) 파우치 입니다

예전 면세점에서 구매한 정품이고 
몇번 사용하지 않아서 상태 좋아요 

관심있으신 분은 챗 주세요",경기도 고양시 덕양구 향동동,"13,000원"
5419,아이패드프로케이스,"아이패드 프로 4세대 11인치

스누피 케이스 판매합니다.

2번 사용 하고 정말 깨끗해요!!!",부산 수영구 광안동,"15,000원"
5420,아이패드 6 실버 128기가 wifi + 애플펜슬 1세대 판매합니다.,"아이패드 6 128기가 wifi 모델이며 종이필름 부착되어있고 떼면 정말 깨끗하고 뒷면도 찍힘 기스 없이 깨끗합니다.

애플펜슬1이며 뚜껑 케이스 부분에 눈으로 자세히봐야 보이는 흠집 있으며 펜촉 새걸로 갈아끼워드립니다.

충전기, 박스 없습니다.
3단케이스는 있지만 왼쪽 부분에 아주작은 흠집이 있어 원하시면 그냥 드리겠습니다.

왕십리 근처시면 직거래 가능합니다. 

연락주세요.",서울 성동구 행당동,"400,000원"
5421,아이패드 에어3 64GB 골드 + 애플펜슬 1세대 팝니다.,"2020년 9월 구매하였으며 케이스끼고 생활하여 기스 1도 없습니다. 그동안 많이 사용하지 않아 배터리 효율 또한 100% 입니다.

구성품 사진과 같으며 투명케이스, 랩씨케이스 모두 드립니다. 종이필름도 부착된 상태입니다.

애플펜슬 경우 충전 잭과 연결하는 실리콘 케이스, 펜슬 케이스 모두 같이 드립니다.",경기도 용인시 기흥구 상하동,"550,000원"
5422,다이노탱 아이패드 파우치 판매합니다,"다이노탱 아이패드 파우치 판매합니다

패드와 키보드 같이 넣어도 남을만큼 사이즈는 넉넉한 편입니다 ! 
다이노탱 공식 홈페이지에서 4만원에 구매했고 
1-2번 사용한 제품이라 거의 새거라고 보시면 됩니다 
3만원에 판매하고 택배거래시 +2500원입니다:)",경기도 남양주시 진건읍,"30,000원"
5423,아이패드 프로 4세대 11인치 케이스,"거의 새것
효과 좋음
애플펜슬까지 보호",전북 군산시 미장동,"10,000원"
5424,아이패드 6세대 32gb wifi모델 풀박스,"아이패드 6세대 9.7인치 32gb wifi모델입니다
액정 강화유리 붙여져있고 외관 케이스 끼우고 사용하여 상태 좋은편입니다 
충전기 110v -> 220v 변환잭 들어있으니 끼워서 사용하시면 문제없이 사용하실수있습니다
배터리 잔량은 93%로 나옵니다",경남 창원시 마산회원구 구암2동,"290,000원"
5425,아이패드프로 4세대 512 셀룰러 실버 미개봉자급제,인터넷 최저가 170입니다,경기도 용인시 기흥구 신갈동,"1,280,000원"
5426,"아이패드11"" 2018 용 케이스 미사용 박스셋","아이패드11"" 2018 (A1980,A2013,A1394,A1979) 용 개봉 확인만 해본 미사용품. 
본인 제품과 호환되는지 미리 확인하시고 챗주세요.

펜슬수납이 되는 기기와 정확하게 핏되는 TPU쉘.
고급 PU가죽의 매우 부드러운 그립감의 외부재질.
기기의 기스방지용 내부 마이크로 스웨이드 재질.
여러각도로 스탠딩이 가능한 거치홈.
마그네틱 오토 wake/sleep 기능 지원.

택배시 송료 추가되며, 반값택배 가능. 택배우선거래
직거래는 고터/학동역에서 가능.",서울 서초구 반포동,"8,000원"
5427,30일상점 아이패드 파우치 s,"30일 상점에서 구입한 아이패드 파우치 입니다 
s사이즈입니다
사용감 거의 없어요 🙌🏻",경기도 고양시 일산동구 식사동,"20,000원"
5428,로즈골드 아이패드 6세대 32GB +애플펜슬+펜촉+충전기,"갤탭으로 옮기려고 처분합니다.
깔끔하게 사용해서 생활기스 살짝있는 정도이고 홈버튼에 체인만 떨어졌습니다.
기능사용하는데는 문제없습니다",서울 강서구 마곡동,"380,000원"
5429,아이패드 에어3 wifi64GB스페이스그레이풀박+애플펜슬 1세대풀박,"2020년 7월에 구매한 아이패드 에어3 + 애플펜슬 판매합니다☺️

아이패드 에어3 wifi_64GB_스페이스그레이_풀박+애플펜슬 1세대_풀박(여분펜촉까지)

사용할 일이 많지 않아서 영상볼 때 말고는 
거의 사용안했고,
케이스를 항상 끼고 사용해서 깔끔합니다 
배터리 성능은 99%입니다

종이필름 붙혀둔 상태이고
구매하시면 펜슬이랑 같이 보관할 수 있는 투명케이스랑
펜촉커버도 드려요 😁


다른 세부적인 사항은 채팅주시면 알려드릴게요 :-)",경북 구미시 옥계동,"530,000원"
5430,"프로퍼빌롱잉즈 아이패드 미니 가방,파우치","프로퍼빌롱잉즈 아이패드 미니 파우치에요
손잡이 있어서 편하게 사용하실수 있어요
색상은 네이비이고 안주머니 2개 있어서
(펜슬주머니, 큰 주머니) 수납도 괜찮아요
프로퍼 빌롱잉즈 통해서as가능해요!
20년 8월쯤 산거같아요 - 선물받은 시기 9월 쯤",부산 부산진구 전포동,"50,000원"
5431,아이패드 에어3 종이질감필름,"에어4유저인데 에어3으로 잘못시켰습니다.
새상품입니다.",전북 전주시 덕진구 반월동,"5,000원"
5432,"아이패드 7,8세대 10,2인치 애플펜슬수납케이스 색상 핑크샌드 , 종이질감커버포함 ((새제품))","쿠팡에서 19900원에판매하고있는 제품 
새제품 16000 판매 합니다 

거래는 유한대앞 혹은 온수역에서 합니다",경기도 부천시 괴안동,"15,000원"
5433,아이패드프로 5세대 케이스 12.9 2021 터프아머프로,"아버지가 아이패드병에 걸리셔서 자꾸 악세사리를 사세요
이거는 포장만 뜯으시고 안쓰셔요(커버있는게 더 좋으시대요)

색깔은 검정색
크기는 12.9인치 아이패드용
화명동 맥도날드/다이소 직거래 가능해요~",부산 북구 화명동,"30,000원"
5434,아이패드 2세대 12.9 (A1670) 검정케이스,"케이스 새상품입니다

집에 두개 있어서 하나는 사용하고 있고
하나는 남았네여 필요하신분 가져가세요~

미소야 미사역점 앞에서 거래가능합니다",경기도 하남시 망월동,"11,000원"
5435,"아이패드 프로4 
11인치 256gb 와이파이+셀롤러 풀박스구성","아이패드 프로4 
11인치 256gb 와이파이+셀롤러 풀박스입니다

구매직후 바로
전면 종이질감필름
측면 후면 무광필름 부착완료

사용감도 없고 생활기스도 없음

충전기 비닐도 안벗긴상태 입니다
필요하시면 케이스같이드립니다!
꼭 필요하신분만 쳇주세요🙂
찔러보기 교환 환불x",경남 김해시 장유3동,"1,000,000원"
5436,(마지막 가격)아이패드 에어3세대 스그 리퍼받은 새제품 (애케플 내년3월까지),"아이패드 에어3  리퍼받았고 애케플 가입되어 있는 wifi 64기가 스페이스 그레이 모델 팝니다. 제조연월은 2021년 3월입니다.


8세대 사자니.. 라미네이팅 트루톤이 안되어있고 간단한 메모나 교재pdf로 따서 틈틈히 공부나 독서를 하고 싶은데 말이죠..


저도 라미네이팅 안되있는 6세대를 써봤지만, 퉁퉁거려서 도서관이나 조용한 곳에서는 눈치가 보여서 기변을 했거든요.


 에어4를 사자니.. 뭔가 휘어진다고 하고.. 펜슬이랑 애케플까지들면 80은 그냥 깨지죠?
용량도 32기가로는 솔직히 부족하죠?
에어3를 알아보니 애케플 가입이 안되어있는  제품은 좀 그렇고..


그런 여러분께 제 아이패드 에어3를 추천합니다. 애케플도 가입되어있고, 리퍼도 받아서 사실상 새제품이죠.. 리퍼년월 보세요 올해 3월입니다.




펜슬이 없는데? 나는 애플펜슬이 좋아 하는분 있을거 같아요!.. 솔직히 말씀드려 메모, 필기라면 차라리 짭플펜슬(애플펜슬이 아닌 스타일러스 펜)를 추천드려요..일단 충전방식도 문제지만.. 무거워요..

 학생분들이면 오래 필기하시잖아요.. 근데 은근히 무거워요.. 실용적인거 좋아하시는분은 이 물건을 사시고.. 짭플을 하나 사서 써보는거 추천드립니다. (그림그리는분이라면, 애플펜슬 꼭 쓰시고요)

https://youtu.be/btV3x9A_vSc

거래방식

직거래만 하고요. 본체랑 조금 흠집이 났지만.. 상자도 필요하시면 드리고(조금 더럽지만..) 쓰지도 않은 충전기도 드립니다. 거래는 일요일 월요일 오후에만 되고요..(애케플 옮겨드려야되서..)
사실상 뭐 애케플 가입여부만 보시고 이관하는 작업만 하고.. 입금받고 드리면 될거 같습니다. (이관작업도 구매자분이 약간의 개인정보 알려주시면 14일안에 해드림)
 거래장소는 배재대 근처 다이소 앞입니다. 그리고 거래후에는 환불이 어려우며, 쓰다가 혹여 고장이나 잔고장이 있으면 내년 3월까지 애케플이 보장되므로 리퍼받으시면 될거 같습니다.

https://youtu.be/CmUG73XUlmI

애케플의 중요성에 대한 영상입니다. 참고해주시면 감사하겠습니다.

8세대와 에어3의 비교영상입니다.
https://youtu.be/-I9YPhhhAEE
https://youtu.be/c7OLztMH5fQ",대전 서구 도마동,"520,000원"
5437,아이패드 에어4 64기가 삽니다.,"아이패드 에어4 64기가 삽니다.
색상은 스카이 블루였음 좋겠습니다.
직거래 원합니다.",부산 동구 수정동,"580,000원"
5438,"아이패드 에어3 (wifi+64gb+실버) , 애플펜슬 1세대 , 충전기","10개월 사용한 아이패드 에어 3 판매합니다.
애플펜슬과 케이스 포함 가격이고 네고는 어렵습니다.

초기화 모두 완료하였고 애플 케어 서비스는 없습니다.
충전기도 포함이나 사진이 없네요. 연락 주시면 충전기 사진 보내드립니다!!

10개월 동안 사용했지만 사용감이 전혀 없고 케이스를 분리한적이 없어 정말 새것입니당!

배송 일절 안하고 오로지 직거래만 가능합니다
직거래는 광장동 북단사거리 농협 앞이나 제시해 주시면 가능한 제가 가겠습니다.",서울 광진구 광장동,"500,000원"
5439,아이패드/스마트폰 수면 거치대,"아이패드/스마트폰 거치대 입니다 길어서 잘때 써도 되고 밥먹을 때 써도 돼여
튼튼합니다
아이패드 처분해서 팔아요
연락주세요",서울 서초구 서초2동,"13,000원"
5440,⭐️ 아이패드 프로 팝니다 ⭐️,"아이패드 프로 3세대 64G WIfI 입니다!

종이 질감 필름 붙여져 있고 S급 입니다!

만나서 기스, 고장 등 꼼꼼히 확인 후 거래 가능합니다!

쿨거시 어느정도 네고 가능합니다!

문의 사항은 언제든지 환영입니다!


+ 정품케이스 서비스로 드리고 풀박입니다!",인천 중구 운서동,"730,000원"
5441,아이패드 10인치 파우치,"🍒전하아이파크2차 경비실앞에서 직거래

파우치 사시면 피글렛 네임텍 인형도 드릴게요.(보관만해놔서 거의 새거에요^^)

다이소에서 파우치5,000원+인형 2,000원 주고 구입했었고, 귀여워서 샀는데 
한번 사용하고 서랍에 보관했었어요.
제가 봤을땐 상태좋고 깔끔해요.

퀄리티 좋고 쿠션좋아요 가성비갑!",울산 동구 전하2동,"3,000원"
5442,아이패드 프로4 11인치 128GB Wifi+애케플,"풀박+케이스 판매(펜슬제외)
액정기스x 본체기스x
실내사용과 카페에서만 사용했습니다
라이노케이스와 esr케이스 사용감있지만 필요하면 드릴게요
애케플 여태 한번도사용X 내년 5월까지입니다",경남 창원시 의창구 도계동,"880,000원"
5443,아이패드 1세대 팝니다,"아이패드 1세대라 오래되긴 했지만, 화면 잘 켜지고 작동도 정상적으로 잘 됩니다.

보이는 것처럼 액정에 깨짐이나 기스 없어요!

용량은 32기가바이트 입니다.",경남 양산시 물금읍,"55,000원"
5444,아이패드 프로 3세대 12.9인치 256g 셀룰러 (펜슬2세대포함),"상태 양호 합니다  

애플펜슬 및 가지고 있는 케이스 충전기 포함 가격입니다",경기도 수원시 권선구 권선2동,"1,000,000원"
5445,이에스알 ESR 애플 아이패드 미니5 리바운드 케이스,미사용,경기도 용인시 수지구 풍덕천동,"17,000원"
5446,아이패드2 16gb,"기기 본체만 드려요

사용감 많아요 뒷면에 잔기스나 스티커? 같은게 하나 붙어있는데 신경 쓰일 정도는 아니지만 예민하신 분들은 신중히 생각해주세요
비활성화 되어있습니다

(환불×)
질문/문의 채팅",경기도 남양주시 화도읍,"30,000원"
5447,아이패드 매직키보드 12.9 판매,"아이패드 매직키보드 12.9인치 미국 영문자판 모델 판매합니다.
상당히 깨끗하게 사용했으며 사진에서 나타나듯이 왼쪽 팜레스트에 작은 흠집 있습니다.
사용하는데 아무런 문제 없습니다. 영문 자판 버전이며 애플 공식 홈페이지에서 구매했습니다.
거래는 직거래 선호하며 4호선 수유역입니다. 다만 4호선 라인에서 협의 가능합니다 :)
택배 거래 시 교환불가, 파손면책으로 진행됩니다. 우체국 택배로 보내드리며
가격은 5천원 추가입니다 :) 

제품 구성은 매직키보드를 비롯한 풀박입니다.
애플 로고쪽에 애플 스티커를 붙여뒀으나 맘에 안드시면 제거하실 수 있습니다.
편하게 연락주세요 :)",서울 강북구 번1동,"270,000원"
5448,아이패드 미니5세대 WIFI 64GB+애플펜슬1세대,"20년 5월경 구매하였으나 많이 사용하진 못하였습니다. 애플펜슬 1세대도 12만원주고 추가구매 하였구요~
케이스 및 정품필름 부착하여 기스전혀없습니다.
네고는 정중히 사양합니다
연락주세요",경기도 부천시 역곡동,"350,000원"
5449,아이패드 에어3세대 64g lte 골드색상 리퍼 새제품 #가격내림,"리퍼일 : 21년 4월 17일

리퍼 후 전원도 켜보지 않은 찍힘,기스 하나 없고 패드 보호필름 제거 안한 새제품입니다.

아이패드 에어3세대 64g lte모델 골드색상이며,
리퍼 받기전 있던 상자에 넣어 드립니다.


직거래 - 양천구청역 목동역 오목교역 기타장소",서울 양천구 신정동,"620,000원"
5450,🌺애케플 iPad pro 3세대 11 wifi 64GB(로지텍 슬림폴리오 키보드 포함),"🌺애케플 iPad pro 3세대 11 wifi 64GB(로지텍 슬림폴리오 키보드 포함)

아이패드 제대로 쓰고있는 대학원생입니다. 
공부를 패드로 시작해보고싶으신 분들께서는 세트로 구매하시면 딱 좋을 것 같아요:)
혹시 활용방법 알고 싶으시다면 구매시 말씀주시면 추천앱 등 알려드릴게요!

1년 반 알차게 쓰고 기기 업그레이드로 보냅니다. 
정말 양품이고 한 번도 속 썩인 적 없이 정말 잘 썼어요. 

🌿아이패드프로3세대 11인치 wifi 64GB(애케플 21년12월10일)

- 힐링쉴드 종이질감 필름 붙어있습니다. 직접 힐링쉴드 가서 붙였고, 남아있는 추가 필름 드립니다. 
- 애케플 가입 및 현재까지 사용한 적 없습니다. 현장에서 바로 양도해드리며, 평일 9-6시 사이 거래시 애플 서비스센터와 직접 통화해 양도해드립니다. 
- 여기저기 와이파이 많고 핫스팟 자동연결 해 놓고  스트레스 없이 썼습니다. 
- 주로 논문, 책 보는 용으로 사용했고 기기는 정말 양품입니다. 
- 단 한번도 떨어뜨린적 없고, 필름과 케이스 없이 사용한 적 없습니다. 
- 마음 쓰이시면 애케플 하나도 안 쓴 상태니 새 기기 교체하시면 되어요:)

🌿 로지텍 슬림폴리오 키보드
애플슬림폴리오보다 키감이 좋아 훨씬 피로감이 덜하고 백라이트 최고....

전 제품 풀박, 직거래만 합니다. 
직접 물건 확인하시고, 거래 후 교환 환불은 어렵습니다:) 

구매의사 있으신 분들은 궁금하신 사항 문의주세요! 

🍀찔러보기 에눌문의 삼가해주세요
🍀우리 매너거래해요!
🍀직거래 조율 가능",서울 강남구 신사동,"850,000원"
